,专业本科,专业研究生,专业类别,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
69,"审计学,会计学,财务管理  ",会计学 ,财经管理,二年,学士,本科及以上,70,4,市审计局,具有两年以上基层工作经历的人员,不限,市审计局,2010070,审计业务岗位二级主任科员及以下,从事审计工作,具有审计、会计或财务管理等工作经历，有较强的文字水平、沟通协调和调研分析能力，熟悉计算机操作。,本科专业须符合条件，研究生阶段除所列专业外，还可为应用经济学类、工商管理类或计算机科学与技术类相关专业；有审计师、会计师及以上职称或注册会计师执业资格者更佳。 ,False,0,False,0,4
70,"财政学类,金融学类,经济学类  ","财政学,金融学,国民经济学 ",财经管理,二年,学士,本科及以上,71,3,市审计局,具有两年以上基层工作经历的人员,不限,市审计局,2010071,审计业务岗位二级主任科员及以下,从事审计工作,具有经济管理方面的工作经历，有较强的文字水平、沟通协调和调研分析能力，熟悉计算机操作。,本科专业须符合条件，研究生阶段除所列专业外，还可为应用经济学类、工商管理类或计算机科学与技术类相关专业；有经济师、会计师及以上职称者更佳。 ,False,0,False,0,3
71,"计算机科学与技术,软件工程,信息与计算科学  ","计算机软件与理论,计算机应用技术 ",信息管理,二年,学士,本科及以上,72,2,市审计局,具有两年以上基层工作经历的人员,不限,市审计局,2010072,审计业务岗位二级主任科员及以下,从事审计工作,具有信息化项目工作经历，有较好的系统分析、软件开发及大型数据库应用能力和财务专业基础，并有一定的文字水平、沟通协调能力和调研分析能力。,本科专业须符合条件，研究生阶段除所列专业外，还可为应用经济学类、工商管理类相关专业；有计算机审计工作经历、CISA资格和计算机相关中级及以上职称者更佳。 ,False,0,False,0,2
72,法学 ,"经济法学,民商法学 ",政法,二年,学士,本科及以上,73,1,市审计局,具有两年以上基层工作经历的人员,不限,市审计局,2010073,审计业务岗位二级主任科员及以下,从事审计工作,具有法律、经济或文字综合等相关工作经历，有较强的文字水平、沟通协调和调研分析能力，熟悉计算机操作。,本科专业须符合条件，研究生阶段除所列专业外，还可为应用经济学类、工商管理类或计算机科学与技术类相关专业；有经济师、会计师及以上职称或法律职业资格者更佳。 ,False,0,False,0,1
73,公共管理类 ,不限 ,综合管理,二年,学士,本科及以上,74,1,市国资委,具有两年以上基层工作经历的人员,中共党员,党委办公室,2010074,综合管理职位二级主任科员及以下,负责党委文件、计划、总结、报告、领导讲话和会议纪要起草工作；参与党委重点工作的调查研究；协同市委办公厅做好国资委系统专题调研工作。,全日制大学本科及以上学历。具有较强的政治理论基础和文字表达、统筹规划、沟通协调能力。,具有国有企业工作经历者优先。 ,False,0,False,0,1
74,"中国语言文学类,公共管理类 ",不限 ,综合管理,二年,学士,本科及以上,75,1,市国资委,具有两年以上基层工作经历的人员,中共党员,老干部处,2010075,综合管理职位二级主任科员及以下,负责离退休干部服务，文秘及宣传工作。,全日制大学本科及以上学历，具有较高的计算机操作水平。,有老干部工作经历者优先。 ,False,0,False,0,1
75,不限 ,不限 ,政法,二年,学士,本科及以上,76,1,市国资委,具有两年以上基层工作经历的人员,不限,信访办公室,2010076,综合管理职位二级主任科员及以下,从事日常信访接待、矛盾协调处理等工作。,全日制大学本科及以上学历。需经常加班、出差，要求身体素质过硬；具有较强的文字表达、沟通协调能力。,有信访工作经验、国企工作经历者优先。 ,False,0,False,0,1
76,管理学 ,管理学 ,财经管理,二年,学士,本科及以上,77,1,市国资委,具有两年以上基层工作经历的人员,不限,企业分配处,2010077,综合管理职位二级主任科员及以下,国有企业收入分配工作研究及推进；综合文稿。,全日制大学本科及以上学历。,具有国有企业人力资源管理经历者优先。 ,False,0,False,0,1
77,不限 ,不限 ,综合管理,二年,学士,本科及以上,78,4,市国资委,具有两年以上基层工作经历的人员,不限,机关内设处室,2010078,综合管理职位二级主任科员及以下,起草调研报告等各类公文；承担调研、会议、活动的组织协调等工作；国有企业监督管理相关工作。,全日制大学本科及以上学历。熟悉文稿起草、公文写作，有较强的文字综合和组织协调能力。,具有生物医药、人工智能、集成电路等相关专业背景及从业经历者优先。具有国有企业相应从业经历者优先。 ,False,0,False,0,4
78,,"应用经济学类,工商管理类,公共管理类 ",综合管理,二年,硕士,硕士研究生及以上,79,1,市国资委,具有两年以上基层工作经历的人员,不限,规划发展处,2010079,综合管理职位二级主任科员及以下,主要从事国资国企战略规划管理、主业管理等相关工作。,本科、研究生均为全日制学历。具备较好的文字功底及沟通表达能力。,具有国有企业工作经历者优先。 ,False,0,False,0,1
79,"中国语言文学类,新闻传播学类,法学  ","中国语言文学类,新闻传播学类,法学 ",综合管理,二年,学士,本科及以上,80,1,市国资委,具有两年以上基层工作经历的人员,中共党员,宣传处,2010080,综合管理职位二级主任科员及以下,做好新媒体编发、运营和管理；做好新闻宣传。,本科、研究生均为全日制学历。有较强的工作主动性和责任心，吃苦耐劳；有较好的文字表达和沟通协调能力；熟悉新媒体语言，有新媒体编发、运营和管理相关工作经历。,有媒体工作或者国有企业工作经历者优先。 ,False,0,False,0,1
80,"中国语言文学类,汉语言文学,新闻传播学类  ","中国语言文学类,新闻传播学类,语言学及应用语言学 ",综合管理,二年,学士,本科及以上,81,1,市统计局,具有两年以上基层工作经历的人员,中共党员,行政处室,2010081,二级主任科员及以下,协助从事文秘写作、党建、党务等工作。,具有较强的文字表达能力、综合经济（统计）分析研究能力和组织协调能力；熟练掌握计算机操作技能。,,False,0,False,0,1
81,"经济学,数学与应用数学,统计学类  ","应用经济学类,数学类,统计学 ",财经管理,二年,学士,本科及以上,82,4,市统计局,具有两年以上基层工作经历的人员,不限,业务处室,2010082,二级主任科员及以下,从事经济统计和调查；承担统计数据分析、报告撰写。,具有扎实的数理统计、统计学和经济统计学理论基础；熟练掌握相关数据分析软件；具有统计建模和可视化应用能力者从优。,,False,0,False,0,4
82,不限 ,不限 ,综合管理,二年,学士,本科及以上,83,1,市体育局,具有两年以上基层工作经历的人员,中共党员,科教（青少）处,2010083,四级主任科员及以下,1、参与青少年体育相关政策的制定；2、从事青少年体育公共服务管理；3、从事青少年体育后备人才队伍建设管理。,1、热爱体育事业；2、具有较强的组织协调能力和管理经验；3、具有较强的口头表达和写作能力。,,False,0,False,0,1
83,"运动训练,社会体育指导与管理,体育教育  ",体育教育训练学 ,综合管理,二年,学士,本科及以上,84,1,市体育局,具有两年以上基层工作经历的人员,中共党员,竞技体育处,2010084,四级主任科员及以下,从事优秀运动队竞技体育备战及参赛管理工作,1、熟练掌握计算机操作技能；2、熟练掌握一门外语；3、有较好的文字综合、沟通协调和语言表达能力；4、曾有运动经历或背景，从事过专业训练运动员优先。,,False,0,False,0,1
84,"工学,经济学,法学  ",不限 ,综合管理,二年,学士,本科及以上,85,2,市机管局,具有两年以上基层工作经历的人员,不限,业务处室,2010085,业务管理四级主任科员及以下,负责我局相关业务工作的指导、推进：本市公共机构节能监督管理工作，市级机关国有资产管理，并监管市国资委委托管理的企业集团经营性国有资产等工作。,具有岗位相应的专业知识；具有较强文字语言表达能力和调研能力，具有较好的沟通、协调能力及计算机应用能力。,,False,0,False,0,2
85,不限 ,不限 ,综合管理,二年,学士,本科及以上,86,2,市政府驻京办,具有两年以上基层工作经历的人员,中共党员,业务处室,2010086,二级主任科员及以下,承担文稿起草、联络协调、服务保障等工作。,政治坚定、作风正派、组织观念强；具有较强的组织、协调、沟通能力和较强的文字写作水平；具备较好的吃苦耐劳精神，身体健康；人文社科类专业优先。,,False,0,False,0,2
